Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Malicious_Prob,Path_Selected,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Packet_Loss,Anomaly_Score,Label,Attack_Class
N122,0.555,0.964,0.76,0.369,P7->P15->P27,55.71,10.15,55,2.879,41.35,0.653,0,Sybil Attack
N52,0.385,0.96,0.672,0.757,P5->P12->P28,52.66,17.44,85,0.572,50.45,0.634,0,Normal
N180,0.286,0.96,0.623,0.705,P9->P14->P28,92.77,11.72,47,3.213,14.99,0.242,0,Normal
N37,0.855,0.864,0.859,0.687,P6->P14->P23,64.6,18.2,27,0.811,29.44,0.246,1,Data Tampering
N60,0.841,0.828,0.834,0.727,P7->P17->P24,71.41,41.35,41,0.844,23.35,0.496,1,Data Tampering
N82,0.931,0.759,0.845,0.186,P8->P19->P23,80.63,15.38,44,3.324,59.46,0.441,0,Normal
N156,0.503,0.355,0.429,0.426,P1->P17->P26,99.6,31.63,79,1.84,40.36,0.432,0,Normal
N157,0.54,0.202,0.371,0.53,P1->P15->P27,91.44,18.71,50,4.233,46.99,0.383,0,Normal
N114,0.833,0.704,0.768,0.37,P4->P19->P23,91.23,45.92,70,1.602,7.45,0.372,0,Normal
N55,0.981,0.65,0.816,0.472,P7->P16->P30,72.48,45.42,73,4.183,47.02,0.404,0,Normal
N40,0.481,0.556,0.518,0.594,P3->P13->P22,69.13,29.93,25,2.398,38.9,0.865,0,Normal
N101,0.56,0.819,0.69,0.692,P2->P17->P29,55.14,5.4,25,2.09,9.02,0.245,0,Normal
N13,0.911,0.522,0.716,0.135,P7->P17->P27,75.6,10.91,70,3.272,35.81,0.275,0,Data Tampering
N107,0.958,0.951,0.954,0.066,P4->P11->P25,74.89,8.09,81,4.627,55.07,0.686,0,Normal
N45,0.435,0.208,0.322,0.992,P7->P13->P22,87.2,20.48,63,3.33,32.69,0.165,0,Normal
N31,0.475,0.217,0.346,0.803,P8->P15->P25,63.83,12.6,59,0.785,12.95,0.153,1,Packet Drop
N151,0.365,0.453,0.409,0.536,P3->P18->P21,50.53,44.27,16,3.621,46.19,0.071,0,Normal
N153,0.626,0.882,0.754,0.568,P7->P15->P27,94.67,23.76,51,3.007,31.64,0.407,1,Selective Forwarding
N65,0.902,0.26,0.581,0.485,P3->P19->P22,77.7,24.39,77,4.372,51.82,0.97,0,Normal
N130,0.252,0.999,0.626,0.963,P10->P14->P22,57.21,20.86,47,3.434,3.45,0.467,0,Normal
N12,0.55,0.866,0.708,0.031,P8->P16->P26,55.08,25.44,46,1.897,41.81,0.997,0,Normal
N53,0.653,0.612,0.633,0.984,P2->P16->P26,66.98,34.22,44,3.454,20.17,0.957,0,Normal
N121,0.32,0.977,0.648,0.373,P9->P16->P29,98.91,46.64,46,1.369,15.33,0.262,0,Data Tampering
N184,0.826,0.251,0.538,0.815,P10->P13->P24,66.14,34.9,17,2.076,58.03,0.404,0,Normal
N2,0.549,0.268,0.409,0.99,P7->P20->P24,52.97,45.67,72,2.642,21.88,0.94,0,Normal
N73,0.486,0.907,0.696,0.983,P3->P20->P24,93.91,29.9,51,1.585,47.73,0.225,0,Normal
N10,0.824,0.867,0.845,0.509,P9->P17->P27,92.5,48.66,41,3.363,6.96,0.407,1,Packet Drop
N127,0.514,0.985,0.75,0.578,P9->P12->P24,83.9,21.39,87,4.199,21.78,0.676,0,Normal
N110,0.581,0.603,0.592,0.046,P8->P17->P21,66.45,45.8,92,1.643,26.65,0.44,0,Normal
N60,0.844,0.751,0.798,0.709,P8->P15->P22,71.61,37.41,59,3.028,49.79,0.254,0,Normal
N179,0.599,0.61,0.604,0.939,P3->P11->P25,62.57,25.26,47,0.958,11.55,0.91,1,Sybil Attack
N9,0.665,0.298,0.482,0.965,P8->P18->P24,64.94,20.64,20,4.677,11.61,0.861,0,Normal
N179,0.875,0.347,0.611,0.563,P10->P18->P26,91.39,31.17,32,1.041,20.18,0.169,1,Selective Forwarding
N27,0.226,0.934,0.58,0.868,P3->P16->P22,92.56,37.4,80,4.457,4.84,0.099,0,Normal
N4,0.583,0.262,0.422,0.965,P5->P14->P21,52.58,47.57,18,0.915,26.69,0.285,0,Normal
N121,0.276,0.599,0.438,0.813,P2->P11->P27,67.24,37.13,36,4.057,4.14,0.311,0,Normal
N157,0.812,0.979,0.896,0.147,P2->P13->P29,55.77,7.46,80,1.386,45.85,0.701,0,Normal
N134,0.807,0.953,0.88,0.11,P5->P13->P22,64.97,33.79,62,3.627,11.97,0.692,0,Normal
N167,0.21,0.482,0.346,0.444,P9->P12->P29,74.17,7.75,94,4.453,16.33,0.497,0,Normal
N15,0.246,0.475,0.36,0.733,P9->P11->P24,77.54,19.65,60,1.902,13.37,0.057,0,Normal
N88,0.382,0.248,0.315,0.591,P8->P18->P29,84.33,46.55,34,2.084,29.4,0.822,0,Normal
N134,0.42,0.622,0.521,0.213,P8->P18->P22,81.55,38.63,95,3.446,52.8,0.237,0,Data Tampering
N8,0.5,0.659,0.58,0.062,P6->P14->P24,76.98,8.63,82,3.963,0.88,0.609,0,Normal
N10,0.444,0.484,0.464,0.321,P4->P18->P25,55.02,9.61,96,0.675,55.19,0.091,0,Normal
N189,0.546,0.956,0.751,0.146,P3->P11->P24,60.31,28.87,66,1.658,35.12,0.929,0,Sybil Attack
N96,0.509,0.772,0.641,0.494,P10->P12->P24,86.88,39.45,70,3.118,43.27,0.166,0,Packet Drop
N45,0.875,0.634,0.754,0.443,P1->P15->P27,96.67,29.63,15,4.215,27.83,0.851,0,Data Tampering
N43,0.264,0.93,0.597,0.846,P10->P13->P28,56.63,36.55,86,3.754,2.01,0.195,0,Normal
N9,0.864,0.902,0.883,0.098,P4->P16->P21,62.86,37.46,72,2.036,57.58,0.309,0,Normal
N95,0.568,0.239,0.403,0.954,P2->P13->P24,82.54,38.73,75,4.682,35.3,0.301,0,Normal
N25,0.264,0.999,0.632,0.501,P2->P14->P25,77.33,48.85,94,0.825,25.05,0.512,0,Normal
N182,0.881,0.222,0.552,0.8,P5->P12->P24,51.8,31.93,56,0.914,26.57,0.532,0,Normal
N29,0.329,0.49,0.41,0.927,P9->P11->P30,99.09,11.27,53,2.181,25.62,0.894,1,Selective Forwarding
N43,0.606,0.474,0.54,0.982,P5->P15->P28,78.88,9.28,64,4.549,48.3,0.783,1,Selective Forwarding
N190,0.358,0.881,0.619,0.25,P10->P14->P25,53.38,12.99,14,0.773,52.89,0.837,0,Normal
N192,0.362,0.615,0.488,0.625,P9->P15->P22,71.63,27.85,23,4.035,33.05,0.227,1,Selective Forwarding
N46,0.258,0.232,0.245,0.084,P7->P20->P22,56.03,14.63,78,0.844,47.63,0.993,0,Normal
N42,0.362,0.655,0.508,0.352,P4->P12->P27,65.98,28.86,60,1.663,17.23,0.67,0,Normal
N63,0.717,0.216,0.466,0.435,P9->P14->P24,92.53,6.05,35,1.71,48.57,0.567,0,Normal
N63,0.524,0.696,0.61,0.093,P7->P19->P27,91.91,43.01,29,1.508,4.81,0.441,0,Normal
N117,0.998,0.7,0.849,0.401,P10->P18->P23,61.4,40.46,16,4.031,28.77,0.805,0,Normal
N82,0.829,0.744,0.786,0.602,P1->P20->P27,62.09,6.19,67,1.021,35.0,0.542,1,Data Tampering
N17,0.527,0.627,0.577,0.157,P5->P12->P24,84.24,7.21,26,1.125,53.95,0.481,0,Normal
N141,0.207,0.232,0.22,0.078,P7->P14->P21,70.46,21.67,19,1.388,11.28,0.799,0,Normal
N10,0.839,0.829,0.834,0.978,P9->P19->P22,63.09,37.83,16,2.316,30.73,0.184,1,Data Tampering
N131,0.243,0.515,0.379,0.53,P5->P14->P21,56.9,10.56,84,1.41,42.04,0.584,0,Normal
N101,0.773,0.726,0.75,0.085,P9->P16->P22,94.52,31.11,91,1.137,43.11,0.766,0,Normal
N137,0.899,0.652,0.776,0.723,P9->P20->P25,94.76,23.62,57,4.923,14.74,0.843,1,Sybil Attack
N98,0.426,0.607,0.516,0.856,P8->P17->P29,89.45,37.29,74,2.895,42.04,0.095,1,Sybil Attack
N84,0.846,0.385,0.615,0.141,P10->P12->P28,71.69,6.14,55,4.693,36.91,0.966,0,Normal
N127,0.629,0.601,0.615,0.99,P8->P16->P28,84.04,38.98,15,1.952,3.99,0.011,0,Normal
N60,0.311,0.981,0.646,0.192,P7->P13->P30,71.91,48.81,68,4.2,18.98,0.731,0,Data Tampering
N39,0.604,0.664,0.634,0.199,P8->P12->P29,57.44,29.29,91,4.364,34.3,0.058,0,Packet Drop
N188,0.929,0.289,0.609,0.613,P5->P17->P24,65.34,47.55,57,2.889,47.41,0.235,0,Normal
N78,0.949,0.402,0.676,0.737,P5->P16->P27,67.44,42.29,63,0.677,33.39,0.532,0,Normal
N168,0.279,0.786,0.532,0.277,P10->P13->P26,93.64,17.05,57,3.109,27.51,0.981,0,Normal
N37,0.468,0.682,0.575,0.849,P1->P16->P22,70.93,18.57,72,0.528,30.72,0.115,0,Normal
N123,0.953,0.403,0.678,0.95,P2->P20->P26,68.88,30.39,88,1.42,42.37,0.312,0,Normal
N148,0.931,0.59,0.76,0.968,P4->P12->P22,82.69,13.82,31,1.906,7.57,0.007,0,Normal
N165,0.294,0.437,0.366,0.647,P3->P11->P27,67.66,32.77,83,0.711,38.53,0.155,0,Normal
N145,0.975,0.417,0.696,0.149,P1->P14->P24,87.5,30.71,84,2.383,27.22,0.983,0,Normal
N80,0.257,0.56,0.409,0.608,P1->P20->P22,77.17,15.0,75,1.334,8.39,0.52,0,Normal
N42,0.72,0.729,0.724,0.889,P1->P15->P24,96.0,12.22,44,1.822,42.12,0.536,0,Normal
N189,0.794,0.382,0.588,0.692,P5->P11->P29,85.99,24.6,18,1.321,50.27,0.868,1,Packet Drop
N16,0.536,0.918,0.727,1.0,P10->P15->P25,61.31,35.02,31,4.352,24.03,0.891,0,Normal
N132,0.468,0.454,0.461,0.288,P4->P11->P30,99.64,25.89,22,3.464,44.31,0.976,0,Data Tampering
N37,0.6,0.33,0.465,0.761,P7->P13->P21,93.31,49.5,31,0.738,17.37,0.212,0,Normal
N155,0.754,0.297,0.526,0.873,P10->P19->P26,55.96,15.23,84,4.198,7.58,0.526,0,Normal
N48,0.896,0.335,0.616,0.262,P5->P13->P27,86.87,41.15,38,3.2,19.97,0.412,0,Packet Drop
N168,0.763,0.494,0.629,0.654,P7->P12->P28,58.81,41.0,98,4.76,36.52,0.459,0,Normal
N144,0.963,0.564,0.764,0.588,P3->P20->P28,82.79,44.99,23,0.734,57.72,0.773,1,Sybil Attack
N66,0.363,0.996,0.68,0.669,P10->P19->P23,61.18,37.85,12,1.089,15.18,0.264,0,Normal
N75,0.795,0.645,0.72,0.09,P4->P16->P24,66.15,28.88,59,1.945,55.37,0.71,0,Normal
N197,0.584,0.209,0.396,0.998,P10->P16->P29,89.87,23.44,21,2.206,31.47,0.846,0,Normal
N157,0.668,0.788,0.728,0.971,P7->P11->P23,50.03,32.84,30,4.389,46.28,0.478,0,Normal
N41,0.874,0.656,0.765,0.528,P8->P14->P22,76.9,7.94,19,1.24,16.42,0.221,1,Packet Drop
N139,0.64,0.594,0.617,0.281,P6->P14->P21,60.12,44.52,51,2.186,49.84,0.592,0,Normal
N111,0.617,0.962,0.79,0.342,P3->P19->P27,58.41,48.73,39,2.18,25.19,0.906,0,Sybil Attack
N180,0.361,0.254,0.308,0.232,P1->P18->P30,52.74,13.55,68,0.965,28.78,0.68,0,Normal
N45,0.443,0.221,0.332,0.033,P7->P20->P29,83.31,6.04,74,4.463,7.02,0.64,0,Sybil Attack
N109,0.403,0.467,0.435,0.918,P8->P15->P29,74.01,37.92,63,2.753,3.2,0.103,0,Normal
N78,0.591,0.463,0.527,0.246,P10->P20->P29,70.71,32.47,25,3.729,15.38,0.117,0,Data Tampering
N131,0.772,0.239,0.506,0.885,P10->P11->P26,96.25,6.46,67,3.556,9.67,0.979,0,Normal
N87,0.527,0.292,0.41,0.625,P10->P17->P30,98.44,42.95,67,1.162,38.88,0.167,0,Normal
N115,0.65,0.894,0.772,0.255,P7->P17->P22,85.22,14.76,62,0.9,31.97,0.797,0,Normal
N162,0.483,0.679,0.581,0.367,P8->P17->P22,84.04,41.6,62,2.164,49.75,0.363,0,Selective Forwarding
N41,0.925,0.954,0.94,0.67,P5->P14->P28,97.75,26.68,39,4.556,16.44,0.173,0,Normal
N146,0.297,0.302,0.3,0.666,P10->P15->P22,81.59,48.08,39,1.101,59.84,0.37,0,Normal
N6,0.791,0.303,0.547,0.893,P7->P19->P27,82.32,34.75,67,4.003,31.36,0.356,0,Normal
N67,0.694,0.269,0.482,0.384,P6->P18->P30,61.31,21.37,49,3.224,45.32,0.941,0,Data Tampering
N23,0.258,0.46,0.359,0.317,P7->P16->P29,59.2,32.83,69,4.316,25.99,0.255,0,Normal
N154,0.737,0.436,0.586,0.044,P8->P11->P29,65.81,39.82,33,3.085,59.6,0.119,0,Normal
N52,0.974,0.796,0.885,0.612,P3->P19->P27,60.67,30.43,22,0.516,36.11,0.647,0,Normal
N170,0.298,0.742,0.52,0.765,P4->P17->P26,70.74,19.73,55,0.896,44.29,0.235,0,Normal
N108,0.356,0.29,0.323,0.427,P4->P13->P29,55.55,10.01,35,4.602,7.89,0.59,0,Normal
N177,0.848,0.28,0.564,0.075,P10->P16->P25,51.86,28.96,49,1.085,2.37,0.591,0,Normal
N135,0.942,0.484,0.713,0.7,P3->P19->P24,77.66,45.98,29,3.877,31.15,0.122,0,Normal
N68,0.576,0.284,0.43,0.329,P2->P19->P21,58.05,31.33,26,4.353,56.12,0.896,0,Normal
N170,0.628,0.375,0.502,0.335,P6->P14->P24,57.13,48.61,98,1.091,16.2,0.359,0,Normal
N57,0.414,0.406,0.41,0.855,P10->P11->P30,63.18,14.23,54,1.277,15.36,0.428,0,Normal
N117,0.383,0.552,0.468,0.872,P3->P19->P23,79.21,26.02,64,4.315,26.79,0.193,0,Normal
N59,0.592,0.333,0.462,0.42,P5->P19->P27,75.91,15.41,59,2.999,27.1,0.516,0,Sybil Attack
N161,0.688,0.886,0.787,0.341,P5->P14->P21,98.72,22.17,45,0.686,52.06,0.143,0,Packet Drop
N98,0.241,0.29,0.265,0.618,P2->P11->P29,70.16,24.37,55,4.041,58.47,0.138,0,Normal
N159,0.629,0.56,0.594,0.122,P3->P17->P23,76.93,8.97,63,3.278,51.21,0.127,0,Sybil Attack
N92,0.827,0.653,0.74,0.726,P5->P19->P30,89.63,32.57,48,1.395,4.85,0.273,0,Normal
N26,0.454,0.227,0.34,0.31,P10->P20->P25,50.71,12.87,35,1.521,2.68,0.814,0,Normal
N155,0.336,0.215,0.276,0.749,P9->P17->P23,62.5,30.58,30,2.904,42.34,0.694,0,Normal
N195,0.752,0.839,0.796,0.886,P3->P16->P25,78.22,6.58,66,0.873,4.88,0.86,1,Packet Drop
N170,0.916,0.824,0.87,0.756,P6->P15->P26,82.47,8.04,56,3.914,12.23,0.987,0,Normal
N98,0.435,0.617,0.526,0.193,P5->P19->P29,58.01,33.3,20,3.258,32.18,0.561,0,Packet Drop
N198,0.225,0.949,0.587,0.333,P9->P11->P28,79.66,34.7,47,1.835,41.82,0.476,0,Packet Drop
N10,0.343,0.264,0.304,0.747,P4->P13->P27,99.83,14.52,59,0.646,16.83,0.632,0,Normal
N160,0.834,0.284,0.559,0.903,P4->P15->P27,96.81,43.32,54,2.91,12.08,0.954,0,Normal
N38,0.93,0.616,0.773,0.228,P10->P11->P23,74.84,38.53,68,1.696,53.56,0.131,0,Normal
N60,0.456,0.216,0.336,0.125,P5->P16->P23,75.29,14.0,56,4.854,28.35,0.313,0,Packet Drop
N126,0.324,0.679,0.502,0.301,P1->P14->P23,79.73,32.6,21,2.893,45.69,0.859,0,Normal
N172,0.888,0.638,0.763,0.363,P1->P18->P22,65.05,5.88,59,2.329,49.19,0.428,0,Packet Drop
N170,0.378,0.37,0.374,0.365,P2->P20->P21,71.39,16.76,70,0.97,33.17,0.518,0,Packet Drop
N120,0.556,0.279,0.418,0.643,P8->P16->P26,62.1,32.02,64,3.316,30.81,0.046,0,Normal
N161,0.753,0.536,0.645,0.53,P5->P16->P28,88.65,43.56,91,4.107,17.63,0.856,0,Normal
N160,0.62,0.552,0.586,0.294,P10->P14->P25,57.92,24.08,45,4.573,26.69,0.742,0,Normal
N134,0.878,0.949,0.914,0.609,P3->P14->P25,76.13,7.19,34,3.331,49.01,0.708,0,Normal
N142,0.659,0.324,0.492,0.022,P9->P17->P29,99.71,49.47,78,1.395,41.95,0.78,0,Normal
N153,0.393,0.915,0.654,0.816,P1->P19->P21,52.91,22.4,42,1.509,45.28,0.327,0,Normal
N6,0.447,0.83,0.638,0.129,P3->P17->P27,97.66,35.79,78,3.785,38.79,0.234,0,Data Tampering
N148,0.636,0.715,0.676,0.277,P9->P11->P28,77.45,14.97,84,3.527,53.44,0.918,0,Normal
N38,0.786,0.307,0.546,0.585,P1->P15->P30,73.77,16.26,99,2.864,51.12,0.464,1,Sybil Attack
N140,0.536,0.492,0.514,0.433,P5->P19->P24,82.84,34.34,60,4.238,4.13,0.847,0,Data Tampering
N79,0.739,0.439,0.589,0.937,P10->P11->P23,95.98,49.54,25,4.322,1.27,0.499,0,Normal
N30,0.957,0.718,0.837,0.688,P3->P18->P24,55.1,11.85,13,3.726,38.27,0.173,0,Normal
N200,0.798,0.384,0.591,0.258,P1->P20->P29,50.86,43.82,31,1.348,30.58,0.864,0,Sybil Attack
N152,0.243,0.494,0.368,0.597,P8->P17->P29,60.35,7.55,30,2.549,4.81,0.437,0,Normal
N176,0.717,0.494,0.605,0.139,P3->P18->P26,98.61,28.01,80,4.346,41.87,0.963,0,Normal
N94,0.984,0.854,0.919,0.354,P8->P13->P26,93.42,6.11,63,1.403,52.02,0.717,0,Packet Drop
N111,0.635,0.657,0.646,0.425,P10->P19->P26,64.58,42.39,52,2.996,25.34,0.442,0,Data Tampering
N134,0.515,0.513,0.514,0.5,P4->P17->P23,71.51,26.74,95,4.938,9.98,0.076,1,Packet Drop
N9,0.204,0.667,0.436,0.528,P10->P12->P21,78.37,14.8,31,4.037,0.45,0.443,1,Sybil Attack
N160,0.739,0.426,0.582,0.468,P9->P11->P26,79.44,8.08,96,1.543,39.48,0.089,0,Normal
N138,0.98,0.749,0.864,0.595,P4->P18->P25,61.71,20.63,64,1.029,1.05,0.921,0,Normal
N88,0.394,0.659,0.526,0.414,P8->P17->P30,65.17,9.43,95,1.227,17.62,0.874,0,Normal
N78,0.7,0.854,0.777,0.971,P7->P18->P22,54.56,38.49,11,0.567,48.74,0.986,0,Normal
N41,0.569,0.545,0.557,0.041,P6->P12->P30,65.89,47.63,12,3.213,34.38,0.285,0,Normal
N62,0.613,0.458,0.536,0.571,P10->P15->P27,93.27,38.56,66,1.743,22.67,0.613,0,Normal
N175,0.427,0.262,0.344,0.381,P9->P16->P25,82.29,42.86,94,3.377,57.31,0.086,0,Normal
N63,0.461,0.374,0.418,0.281,P1->P19->P27,61.43,35.6,75,0.817,56.79,0.582,0,Normal
N177,0.262,0.93,0.596,0.988,P9->P13->P23,67.43,45.61,76,4.658,58.76,0.761,1,Packet Drop
N103,0.812,0.737,0.774,0.161,P10->P18->P21,99.35,7.92,68,2.945,15.16,0.562,0,Normal
N177,0.368,0.263,0.316,0.534,P2->P19->P30,97.52,29.14,43,1.074,1.59,0.581,0,Normal
N135,0.302,0.268,0.285,0.689,P4->P18->P27,52.28,15.1,80,2.644,47.83,0.464,0,Normal
N52,0.882,0.98,0.931,0.694,P4->P20->P28,92.44,20.99,24,3.971,22.19,0.534,0,Normal
N34,0.696,0.397,0.546,0.676,P2->P19->P24,89.91,44.1,28,3.43,15.86,0.259,0,Normal
N5,0.775,0.242,0.508,0.928,P3->P16->P30,64.42,31.28,72,4.585,17.04,0.628,0,Normal
N13,0.895,0.275,0.585,0.183,P5->P16->P30,71.13,33.04,20,4.279,59.88,0.127,0,Normal
N85,0.703,0.819,0.761,0.81,P7->P19->P26,61.5,13.54,79,0.536,51.87,0.189,0,Normal
N160,0.761,0.826,0.794,0.323,P1->P20->P22,50.22,22.95,31,0.791,55.36,0.958,0,Normal
N108,0.605,0.972,0.788,0.69,P7->P15->P28,73.34,17.07,18,4.992,11.32,0.607,1,Sybil Attack
N44,0.739,0.38,0.56,0.4,P8->P20->P23,83.68,27.73,21,1.205,21.75,0.856,0,Normal
N77,0.21,0.282,0.246,0.013,P8->P11->P22,81.19,47.24,54,4.629,43.7,0.759,0,Sybil Attack
N131,0.816,0.488,0.652,0.872,P10->P11->P21,69.21,47.39,90,1.367,37.11,0.641,0,Normal
N154,0.371,0.398,0.384,0.538,P4->P19->P25,67.69,45.64,68,3.459,16.32,0.122,1,Selective Forwarding
N144,0.552,0.959,0.756,0.186,P4->P19->P30,53.12,15.74,33,2.475,49.78,0.975,0,Normal
N198,0.879,0.71,0.794,0.489,P8->P17->P21,99.35,35.99,62,3.181,12.33,0.132,0,Normal
N8,0.768,0.342,0.555,0.235,P4->P13->P28,91.42,6.27,94,1.442,0.29,0.176,0,Data Tampering
N145,0.425,0.337,0.381,0.524,P3->P14->P25,68.22,49.27,24,3.594,38.83,0.501,0,Normal
N116,0.258,0.738,0.498,0.997,P1->P17->P21,70.29,37.98,41,0.665,41.12,0.717,0,Normal
N81,0.455,0.673,0.564,0.996,P4->P15->P22,71.79,38.04,59,1.77,40.65,0.707,0,Normal
N12,0.473,0.781,0.627,0.861,P5->P18->P22,57.9,45.21,68,4.95,45.58,0.825,1,Sybil Attack
N40,0.745,0.449,0.597,0.999,P7->P17->P26,76.49,23.21,77,1.933,4.86,0.792,1,Packet Drop
N147,0.554,0.342,0.448,0.586,P3->P14->P27,51.52,23.93,69,3.163,10.19,0.781,0,Normal
N181,0.966,0.443,0.704,0.24,P8->P18->P27,97.19,35.8,19,3.114,12.36,0.276,0,Packet Drop
N115,0.745,0.329,0.537,0.694,P2->P13->P23,82.28,36.81,14,2.312,23.32,0.378,0,Normal
N10,0.802,0.643,0.722,0.607,P10->P17->P26,69.48,15.32,83,0.907,40.4,0.64,0,Normal
N5,0.632,0.704,0.668,0.6,P8->P18->P21,96.98,23.07,87,1.335,46.22,0.782,1,Data Tampering
N98,0.498,0.993,0.746,0.513,P10->P11->P29,70.18,7.96,98,1.841,2.44,0.671,0,Normal
N149,0.546,0.765,0.656,0.979,P5->P14->P29,72.83,29.43,52,3.143,31.44,0.222,1,Selective Forwarding
N90,0.593,0.838,0.716,0.052,P5->P15->P26,58.48,21.29,35,3.024,41.45,0.275,0,Packet Drop
N149,0.901,0.758,0.83,0.954,P5->P12->P28,62.05,35.13,76,3.246,42.4,0.644,0,Normal
N2,0.663,0.336,0.5,0.469,P1->P12->P24,97.82,20.24,36,2.956,33.52,0.649,0,Normal
N138,0.288,0.981,0.634,0.445,P5->P18->P21,61.85,32.07,34,3.64,25.31,0.281,0,Normal
N36,0.882,0.866,0.874,0.488,P5->P16->P23,59.45,17.44,55,4.676,55.24,0.126,0,Selective Forwarding
N23,0.876,0.651,0.764,0.668,P9->P17->P21,68.15,21.47,95,4.012,11.35,0.849,1,Data Tampering
N24,0.372,0.585,0.478,0.115,P2->P12->P27,97.04,21.21,84,1.497,33.28,0.519,0,Normal
N159,0.259,0.887,0.573,0.638,P5->P18->P27,53.55,47.6,44,1.2,29.15,0.615,0,Normal
N56,0.48,0.613,0.546,0.732,P2->P18->P22,96.07,43.74,78,2.54,7.56,0.585,0,Normal
N56,0.73,0.787,0.758,0.713,P3->P20->P24,63.06,25.15,50,0.69,18.49,0.785,0,Normal
N170,0.921,0.715,0.818,0.142,P10->P16->P23,50.6,13.85,58,4.607,41.7,0.979,0,Normal
N168,0.74,0.624,0.682,0.925,P3->P12->P23,78.6,20.26,63,3.688,21.16,0.142,0,Normal
N181,0.414,0.828,0.621,0.833,P7->P19->P26,74.56,48.05,54,1.263,9.78,0.558,0,Normal
N44,0.679,0.639,0.659,0.644,P8->P19->P25,69.77,20.24,37,3.801,49.48,0.969,1,Packet Drop
N80,0.933,0.691,0.812,0.398,P8->P16->P27,98.16,31.9,62,4.005,35.58,0.488,0,Normal
N55,0.886,0.532,0.709,0.198,P5->P18->P29,51.75,7.42,51,4.073,55.26,0.718,0,Normal
N129,0.374,0.945,0.66,0.529,P8->P20->P25,78.45,9.8,67,4.802,28.69,0.826,1,Data Tampering
N114,0.777,0.249,0.513,0.28,P10->P13->P29,64.43,20.31,27,1.761,42.86,0.382,0,Normal
N139,0.286,0.717,0.501,0.254,P5->P16->P22,78.64,40.84,54,2.235,31.82,0.276,0,Normal
N39,0.206,0.444,0.325,0.939,P7->P13->P29,79.97,48.4,87,3.569,32.68,0.383,0,Normal
N29,0.501,0.669,0.585,0.691,P2->P20->P29,76.65,45.08,17,2.561,40.11,0.995,0,Normal
N132,0.892,0.562,0.727,0.761,P9->P19->P21,89.7,19.63,16,3.717,17.06,0.059,1,Selective Forwarding
N97,0.379,0.446,0.412,0.359,P7->P13->P21,68.55,26.79,74,4.793,54.61,0.412,0,Data Tampering
N150,0.525,0.661,0.593,0.983,P10->P11->P25,97.64,5.49,33,3.384,1.18,0.14,1,Sybil Attack
N104,0.893,0.328,0.61,0.508,P7->P19->P28,72.02,16.43,18,4.158,0.77,0.649,0,Normal
N21,0.813,0.257,0.535,0.561,P2->P14->P26,89.99,22.04,62,1.97,54.58,0.379,0,Normal
N154,0.285,0.749,0.517,0.631,P3->P13->P30,88.62,5.47,50,1.951,43.84,0.795,0,Normal
N41,0.446,0.362,0.404,0.32,P1->P13->P21,52.96,27.84,56,1.14,26.5,0.666,0,Normal
N137,0.248,0.794,0.521,0.972,P5->P19->P30,72.0,30.47,72,4.624,19.59,0.294,0,Normal
N159,0.819,0.462,0.64,0.571,P5->P13->P22,51.37,10.15,72,2.78,3.39,0.61,0,Normal
N114,0.568,0.817,0.692,0.525,P6->P17->P22,94.46,17.42,34,3.955,12.47,0.506,0,Normal
N2,0.45,0.523,0.487,0.477,P10->P14->P30,89.73,23.96,77,3.695,34.54,0.859,0,Normal
N158,0.94,0.9,0.92,0.066,P4->P20->P21,70.06,30.41,28,0.579,47.08,0.679,0,Packet Drop
N178,0.904,0.659,0.782,0.49,P1->P15->P25,67.81,14.67,52,3.895,32.66,0.748,0,Selective Forwarding
N49,0.389,0.437,0.413,0.511,P8->P12->P27,91.68,49.6,65,1.28,56.9,0.435,1,Packet Drop
N152,0.382,0.376,0.379,0.406,P10->P20->P28,52.69,23.25,64,4.096,5.09,0.381,0,Normal
N50,0.609,0.77,0.69,0.276,P8->P14->P23,80.52,26.5,16,4.434,50.09,0.579,0,Data Tampering
N68,0.846,0.702,0.774,0.082,P5->P12->P25,75.65,29.32,21,2.704,44.53,0.455,0,Normal
N119,0.327,0.927,0.627,0.487,P7->P17->P28,66.83,28.4,24,2.386,11.12,0.324,0,Data Tampering
N72,0.487,0.693,0.59,0.645,P1->P18->P24,82.14,17.27,54,4.848,5.44,0.146,0,Normal
N103,0.953,0.882,0.918,0.577,P5->P16->P30,83.82,37.44,21,3.345,57.15,0.293,0,Normal
N115,0.65,0.571,0.61,0.19,P3->P19->P23,96.61,42.29,68,2.6,5.28,0.914,0,Normal
N29,0.638,0.52,0.579,0.602,P3->P16->P26,91.65,15.35,38,3.703,35.65,0.426,0,Normal
N142,0.754,0.857,0.806,0.168,P1->P19->P27,69.68,42.97,29,2.268,55.47,0.421,0,Normal
N157,0.4,0.938,0.669,0.207,P2->P16->P22,58.41,15.42,21,3.84,45.92,0.636,0,Normal
N42,0.597,0.731,0.664,0.366,P8->P20->P27,51.81,44.22,59,2.672,44.74,0.798,0,Normal
N124,0.77,0.502,0.636,0.543,P4->P12->P24,58.19,8.81,82,2.755,24.0,0.315,1,Data Tampering
