Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR (%),Delay (ms),Energy (mJ),Path_Selected,Packet_Loss (%),Anomaly_Score,Label
N122,0.555,0.964,0.76,Sybil Attack,0.369,55,55.71,10.15,2.879,P7->P15->P27,41.35,0.653,0
N52,0.385,0.96,0.672,Normal,0.757,85,52.66,17.44,0.572,P5->P12->P28,50.45,0.634,0
N180,0.286,0.96,0.623,Normal,0.705,47,92.77,11.72,3.213,P9->P14->P28,14.99,0.242,0
N37,0.855,0.864,0.859,Data Tampering,0.687,27,64.6,18.2,0.811,P6->P14->P23,29.44,0.246,1
N60,0.841,0.828,0.834,Data Tampering,0.727,41,71.41,41.35,0.844,P7->P17->P24,23.35,0.496,1
N82,0.931,0.759,0.845,Normal,0.186,44,80.63,15.38,3.324,P8->P19->P23,59.46,0.441,0
N156,0.503,0.355,0.429,Normal,0.426,79,99.6,31.63,1.84,P1->P17->P26,40.36,0.432,0
N157,0.54,0.202,0.371,Normal,0.53,50,91.44,18.71,4.233,P1->P15->P27,46.99,0.383,0
N114,0.833,0.704,0.768,Normal,0.37,70,91.23,45.92,1.602,P4->P19->P23,7.45,0.372,0
N55,0.981,0.65,0.816,Normal,0.472,73,72.48,45.42,4.183,P7->P16->P30,47.02,0.404,0
N40,0.481,0.556,0.518,Normal,0.594,25,69.13,29.93,2.398,P3->P13->P22,38.9,0.865,0
N101,0.56,0.819,0.69,Normal,0.692,25,55.14,5.4,2.09,P2->P17->P29,9.02,0.245,0
N13,0.911,0.522,0.716,Data Tampering,0.135,70,75.6,10.91,3.272,P7->P17->P27,35.81,0.275,0
N107,0.958,0.951,0.954,Normal,0.066,81,74.89,8.09,4.627,P4->P11->P25,55.07,0.686,0
N45,0.435,0.208,0.322,Normal,0.992,63,87.2,20.48,3.33,P7->P13->P22,32.69,0.165,0
N31,0.475,0.217,0.346,Packet Drop,0.803,59,63.83,12.6,0.785,P8->P15->P25,12.95,0.153,1
N151,0.365,0.453,0.409,Normal,0.536,16,50.53,44.27,3.621,P3->P18->P21,46.19,0.071,0
N153,0.626,0.882,0.754,Selective Forwarding,0.568,51,94.67,23.76,3.007,P7->P15->P27,31.64,0.407,1
N65,0.902,0.26,0.581,Normal,0.485,77,77.7,24.39,4.372,P3->P19->P22,51.82,0.97,0
N130,0.252,0.999,0.626,Normal,0.963,47,57.21,20.86,3.434,P10->P14->P22,3.45,0.467,0
N12,0.55,0.866,0.708,Normal,0.031,46,55.08,25.44,1.897,P8->P16->P26,41.81,0.997,0
N53,0.653,0.612,0.633,Normal,0.984,44,66.98,34.22,3.454,P2->P16->P26,20.17,0.957,0
N121,0.32,0.977,0.648,Data Tampering,0.373,46,98.91,46.64,1.369,P9->P16->P29,15.33,0.262,0
N184,0.826,0.251,0.538,Normal,0.815,17,66.14,34.9,2.076,P10->P13->P24,58.03,0.404,0
N2,0.549,0.268,0.409,Normal,0.99,72,52.97,45.67,2.642,P7->P20->P24,21.88,0.94,0
N73,0.486,0.907,0.696,Normal,0.983,51,93.91,29.9,1.585,P3->P20->P24,47.73,0.225,0
N10,0.824,0.867,0.845,Packet Drop,0.509,41,92.5,48.66,3.363,P9->P17->P27,6.96,0.407,1
N127,0.514,0.985,0.75,Normal,0.578,87,83.9,21.39,4.199,P9->P12->P24,21.78,0.676,0
N110,0.581,0.603,0.592,Normal,0.046,92,66.45,45.8,1.643,P8->P17->P21,26.65,0.44,0
N60,0.844,0.751,0.798,Normal,0.709,59,71.61,37.41,3.028,P8->P15->P22,49.79,0.254,0
N179,0.599,0.61,0.604,Sybil Attack,0.939,47,62.57,25.26,0.958,P3->P11->P25,11.55,0.91,1
N9,0.665,0.298,0.482,Normal,0.965,20,64.94,20.64,4.677,P8->P18->P24,11.61,0.861,0
N179,0.875,0.347,0.611,Selective Forwarding,0.563,32,91.39,31.17,1.041,P10->P18->P26,20.18,0.169,1
N27,0.226,0.934,0.58,Normal,0.868,80,92.56,37.4,4.457,P3->P16->P22,4.84,0.099,0
N4,0.583,0.262,0.422,Normal,0.965,18,52.58,47.57,0.915,P5->P14->P21,26.69,0.285,0
N121,0.276,0.599,0.438,Normal,0.813,36,67.24,37.13,4.057,P2->P11->P27,4.14,0.311,0
N157,0.812,0.979,0.896,Normal,0.147,80,55.77,7.46,1.386,P2->P13->P29,45.85,0.701,0
N134,0.807,0.953,0.88,Normal,0.11,62,64.97,33.79,3.627,P5->P13->P22,11.97,0.692,0
N167,0.21,0.482,0.346,Normal,0.444,94,74.17,7.75,4.453,P9->P12->P29,16.33,0.497,0
N15,0.246,0.475,0.36,Normal,0.733,60,77.54,19.65,1.902,P9->P11->P24,13.37,0.057,0
N88,0.382,0.248,0.315,Normal,0.591,34,84.33,46.55,2.084,P8->P18->P29,29.4,0.822,0
N134,0.42,0.622,0.521,Data Tampering,0.213,95,81.55,38.63,3.446,P8->P18->P22,52.8,0.237,0
N8,0.5,0.659,0.58,Normal,0.062,82,76.98,8.63,3.963,P6->P14->P24,0.88,0.609,0
N10,0.444,0.484,0.464,Normal,0.321,96,55.02,9.61,0.675,P4->P18->P25,55.19,0.091,0
N189,0.546,0.956,0.751,Sybil Attack,0.146,66,60.31,28.87,1.658,P3->P11->P24,35.12,0.929,0
N96,0.509,0.772,0.641,Packet Drop,0.494,70,86.88,39.45,3.118,P10->P12->P24,43.27,0.166,0
N45,0.875,0.634,0.754,Data Tampering,0.443,15,96.67,29.63,4.215,P1->P15->P27,27.83,0.851,0
N43,0.264,0.93,0.597,Normal,0.846,86,56.63,36.55,3.754,P10->P13->P28,2.01,0.195,0
N9,0.864,0.902,0.883,Normal,0.098,72,62.86,37.46,2.036,P4->P16->P21,57.58,0.309,0
N95,0.568,0.239,0.403,Normal,0.954,75,82.54,38.73,4.682,P2->P13->P24,35.3,0.301,0
N25,0.264,0.999,0.632,Normal,0.501,94,77.33,48.85,0.825,P2->P14->P25,25.05,0.512,0
N182,0.881,0.222,0.552,Normal,0.8,56,51.8,31.93,0.914,P5->P12->P24,26.57,0.532,0
N29,0.329,0.49,0.41,Selective Forwarding,0.927,53,99.09,11.27,2.181,P9->P11->P30,25.62,0.894,1
N43,0.606,0.474,0.54,Selective Forwarding,0.982,64,78.88,9.28,4.549,P5->P15->P28,48.3,0.783,1
N190,0.358,0.881,0.619,Normal,0.25,14,53.38,12.99,0.773,P10->P14->P25,52.89,0.837,0
N192,0.362,0.615,0.488,Selective Forwarding,0.625,23,71.63,27.85,4.035,P9->P15->P22,33.05,0.227,1
N46,0.258,0.232,0.245,Normal,0.084,78,56.03,14.63,0.844,P7->P20->P22,47.63,0.993,0
N42,0.362,0.655,0.508,Normal,0.352,60,65.98,28.86,1.663,P4->P12->P27,17.23,0.67,0
N63,0.717,0.216,0.466,Normal,0.435,35,92.53,6.05,1.71,P9->P14->P24,48.57,0.567,0
N63,0.524,0.696,0.61,Normal,0.093,29,91.91,43.01,1.508,P7->P19->P27,4.81,0.441,0
N117,0.998,0.7,0.849,Normal,0.401,16,61.4,40.46,4.031,P10->P18->P23,28.77,0.805,0
N82,0.829,0.744,0.786,Data Tampering,0.602,67,62.09,6.19,1.021,P1->P20->P27,35.0,0.542,1
N17,0.527,0.627,0.577,Normal,0.157,26,84.24,7.21,1.125,P5->P12->P24,53.95,0.481,0
N141,0.207,0.232,0.22,Normal,0.078,19,70.46,21.67,1.388,P7->P14->P21,11.28,0.799,0
N10,0.839,0.829,0.834,Data Tampering,0.978,16,63.09,37.83,2.316,P9->P19->P22,30.73,0.184,1
N131,0.243,0.515,0.379,Normal,0.53,84,56.9,10.56,1.41,P5->P14->P21,42.04,0.584,0
N101,0.773,0.726,0.75,Normal,0.085,91,94.52,31.11,1.137,P9->P16->P22,43.11,0.766,0
N137,0.899,0.652,0.776,Sybil Attack,0.723,57,94.76,23.62,4.923,P9->P20->P25,14.74,0.843,1
N98,0.426,0.607,0.516,Sybil Attack,0.856,74,89.45,37.29,2.895,P8->P17->P29,42.04,0.095,1
N84,0.846,0.385,0.615,Normal,0.141,55,71.69,6.14,4.693,P10->P12->P28,36.91,0.966,0
N127,0.629,0.601,0.615,Normal,0.99,15,84.04,38.98,1.952,P8->P16->P28,3.99,0.011,0
N60,0.311,0.981,0.646,Data Tampering,0.192,68,71.91,48.81,4.2,P7->P13->P30,18.98,0.731,0
N39,0.604,0.664,0.634,Packet Drop,0.199,91,57.44,29.29,4.364,P8->P12->P29,34.3,0.058,0
N188,0.929,0.289,0.609,Normal,0.613,57,65.34,47.55,2.889,P5->P17->P24,47.41,0.235,0
N78,0.949,0.402,0.676,Normal,0.737,63,67.44,42.29,0.677,P5->P16->P27,33.39,0.532,0
N168,0.279,0.786,0.532,Normal,0.277,57,93.64,17.05,3.109,P10->P13->P26,27.51,0.981,0
N37,0.468,0.682,0.575,Normal,0.849,72,70.93,18.57,0.528,P1->P16->P22,30.72,0.115,0
N123,0.953,0.403,0.678,Normal,0.95,88,68.88,30.39,1.42,P2->P20->P26,42.37,0.312,0
N148,0.931,0.59,0.76,Normal,0.968,31,82.69,13.82,1.906,P4->P12->P22,7.57,0.007,0
N165,0.294,0.437,0.366,Normal,0.647,83,67.66,32.77,0.711,P3->P11->P27,38.53,0.155,0
N145,0.975,0.417,0.696,Normal,0.149,84,87.5,30.71,2.383,P1->P14->P24,27.22,0.983,0
N80,0.257,0.56,0.409,Normal,0.608,75,77.17,15.0,1.334,P1->P20->P22,8.39,0.52,0
N42,0.72,0.729,0.724,Normal,0.889,44,96.0,12.22,1.822,P1->P15->P24,42.12,0.536,0
N189,0.794,0.382,0.588,Packet Drop,0.692,18,85.99,24.6,1.321,P5->P11->P29,50.27,0.868,1
N16,0.536,0.918,0.727,Normal,1.0,31,61.31,35.02,4.352,P10->P15->P25,24.03,0.891,0
N132,0.468,0.454,0.461,Data Tampering,0.288,22,99.64,25.89,3.464,P4->P11->P30,44.31,0.976,0
N37,0.6,0.33,0.465,Normal,0.761,31,93.31,49.5,0.738,P7->P13->P21,17.37,0.212,0
N155,0.754,0.297,0.526,Normal,0.873,84,55.96,15.23,4.198,P10->P19->P26,7.58,0.526,0
N48,0.896,0.335,0.616,Packet Drop,0.262,38,86.87,41.15,3.2,P5->P13->P27,19.97,0.412,0
N168,0.763,0.494,0.629,Normal,0.654,98,58.81,41.0,4.76,P7->P12->P28,36.52,0.459,0
N144,0.963,0.564,0.764,Sybil Attack,0.588,23,82.79,44.99,0.734,P3->P20->P28,57.72,0.773,1
N66,0.363,0.996,0.68,Normal,0.669,12,61.18,37.85,1.089,P10->P19->P23,15.18,0.264,0
N75,0.795,0.645,0.72,Normal,0.09,59,66.15,28.88,1.945,P4->P16->P24,55.37,0.71,0
N197,0.584,0.209,0.396,Normal,0.998,21,89.87,23.44,2.206,P10->P16->P29,31.47,0.846,0
N157,0.668,0.788,0.728,Normal,0.971,30,50.03,32.84,4.389,P7->P11->P23,46.28,0.478,0
N41,0.874,0.656,0.765,Packet Drop,0.528,19,76.9,7.94,1.24,P8->P14->P22,16.42,0.221,1
N139,0.64,0.594,0.617,Normal,0.281,51,60.12,44.52,2.186,P6->P14->P21,49.84,0.592,0
N111,0.617,0.962,0.79,Sybil Attack,0.342,39,58.41,48.73,2.18,P3->P19->P27,25.19,0.906,0
N180,0.361,0.254,0.308,Normal,0.232,68,52.74,13.55,0.965,P1->P18->P30,28.78,0.68,0
N45,0.443,0.221,0.332,Sybil Attack,0.033,74,83.31,6.04,4.463,P7->P20->P29,7.02,0.64,0
N109,0.403,0.467,0.435,Normal,0.918,63,74.01,37.92,2.753,P8->P15->P29,3.2,0.103,0
N78,0.591,0.463,0.527,Data Tampering,0.246,25,70.71,32.47,3.729,P10->P20->P29,15.38,0.117,0
N131,0.772,0.239,0.506,Normal,0.885,67,96.25,6.46,3.556,P10->P11->P26,9.67,0.979,0
N87,0.527,0.292,0.41,Normal,0.625,67,98.44,42.95,1.162,P10->P17->P30,38.88,0.167,0
N115,0.65,0.894,0.772,Normal,0.255,62,85.22,14.76,0.9,P7->P17->P22,31.97,0.797,0
N162,0.483,0.679,0.581,Selective Forwarding,0.367,62,84.04,41.6,2.164,P8->P17->P22,49.75,0.363,0
N41,0.925,0.954,0.94,Normal,0.67,39,97.75,26.68,4.556,P5->P14->P28,16.44,0.173,0
N146,0.297,0.302,0.3,Normal,0.666,39,81.59,48.08,1.101,P10->P15->P22,59.84,0.37,0
N6,0.791,0.303,0.547,Normal,0.893,67,82.32,34.75,4.003,P7->P19->P27,31.36,0.356,0
N67,0.694,0.269,0.482,Data Tampering,0.384,49,61.31,21.37,3.224,P6->P18->P30,45.32,0.941,0
N23,0.258,0.46,0.359,Normal,0.317,69,59.2,32.83,4.316,P7->P16->P29,25.99,0.255,0
N154,0.737,0.436,0.586,Normal,0.044,33,65.81,39.82,3.085,P8->P11->P29,59.6,0.119,0
N52,0.974,0.796,0.885,Normal,0.612,22,60.67,30.43,0.516,P3->P19->P27,36.11,0.647,0
N170,0.298,0.742,0.52,Normal,0.765,55,70.74,19.73,0.896,P4->P17->P26,44.29,0.235,0
N108,0.356,0.29,0.323,Normal,0.427,35,55.55,10.01,4.602,P4->P13->P29,7.89,0.59,0
N177,0.848,0.28,0.564,Normal,0.075,49,51.86,28.96,1.085,P10->P16->P25,2.37,0.591,0
N135,0.942,0.484,0.713,Normal,0.7,29,77.66,45.98,3.877,P3->P19->P24,31.15,0.122,0
N68,0.576,0.284,0.43,Normal,0.329,26,58.05,31.33,4.353,P2->P19->P21,56.12,0.896,0
N170,0.628,0.375,0.502,Normal,0.335,98,57.13,48.61,1.091,P6->P14->P24,16.2,0.359,0
N57,0.414,0.406,0.41,Normal,0.855,54,63.18,14.23,1.277,P10->P11->P30,15.36,0.428,0
N117,0.383,0.552,0.468,Normal,0.872,64,79.21,26.02,4.315,P3->P19->P23,26.79,0.193,0
N59,0.592,0.333,0.462,Sybil Attack,0.42,59,75.91,15.41,2.999,P5->P19->P27,27.1,0.516,0
N161,0.688,0.886,0.787,Packet Drop,0.341,45,98.72,22.17,0.686,P5->P14->P21,52.06,0.143,0
N98,0.241,0.29,0.265,Normal,0.618,55,70.16,24.37,4.041,P2->P11->P29,58.47,0.138,0
N159,0.629,0.56,0.594,Sybil Attack,0.122,63,76.93,8.97,3.278,P3->P17->P23,51.21,0.127,0
N92,0.827,0.653,0.74,Normal,0.726,48,89.63,32.57,1.395,P5->P19->P30,4.85,0.273,0
N26,0.454,0.227,0.34,Normal,0.31,35,50.71,12.87,1.521,P10->P20->P25,2.68,0.814,0
N155,0.336,0.215,0.276,Normal,0.749,30,62.5,30.58,2.904,P9->P17->P23,42.34,0.694,0
N195,0.752,0.839,0.796,Packet Drop,0.886,66,78.22,6.58,0.873,P3->P16->P25,4.88,0.86,1
N170,0.916,0.824,0.87,Normal,0.756,56,82.47,8.04,3.914,P6->P15->P26,12.23,0.987,0
N98,0.435,0.617,0.526,Packet Drop,0.193,20,58.01,33.3,3.258,P5->P19->P29,32.18,0.561,0
N198,0.225,0.949,0.587,Packet Drop,0.333,47,79.66,34.7,1.835,P9->P11->P28,41.82,0.476,0
N10,0.343,0.264,0.304,Normal,0.747,59,99.83,14.52,0.646,P4->P13->P27,16.83,0.632,0
N160,0.834,0.284,0.559,Normal,0.903,54,96.81,43.32,2.91,P4->P15->P27,12.08,0.954,0
N38,0.93,0.616,0.773,Normal,0.228,68,74.84,38.53,1.696,P10->P11->P23,53.56,0.131,0
N60,0.456,0.216,0.336,Packet Drop,0.125,56,75.29,14.0,4.854,P5->P16->P23,28.35,0.313,0
N126,0.324,0.679,0.502,Normal,0.301,21,79.73,32.6,2.893,P1->P14->P23,45.69,0.859,0
N172,0.888,0.638,0.763,Packet Drop,0.363,59,65.05,5.88,2.329,P1->P18->P22,49.19,0.428,0
N170,0.378,0.37,0.374,Packet Drop,0.365,70,71.39,16.76,0.97,P2->P20->P21,33.17,0.518,0
N120,0.556,0.279,0.418,Normal,0.643,64,62.1,32.02,3.316,P8->P16->P26,30.81,0.046,0
N161,0.753,0.536,0.645,Normal,0.53,91,88.65,43.56,4.107,P5->P16->P28,17.63,0.856,0
N160,0.62,0.552,0.586,Normal,0.294,45,57.92,24.08,4.573,P10->P14->P25,26.69,0.742,0
N134,0.878,0.949,0.914,Normal,0.609,34,76.13,7.19,3.331,P3->P14->P25,49.01,0.708,0
N142,0.659,0.324,0.492,Normal,0.022,78,99.71,49.47,1.395,P9->P17->P29,41.95,0.78,0
N153,0.393,0.915,0.654,Normal,0.816,42,52.91,22.4,1.509,P1->P19->P21,45.28,0.327,0
N6,0.447,0.83,0.638,Data Tampering,0.129,78,97.66,35.79,3.785,P3->P17->P27,38.79,0.234,0
N148,0.636,0.715,0.676,Normal,0.277,84,77.45,14.97,3.527,P9->P11->P28,53.44,0.918,0
N38,0.786,0.307,0.546,Sybil Attack,0.585,99,73.77,16.26,2.864,P1->P15->P30,51.12,0.464,1
N140,0.536,0.492,0.514,Data Tampering,0.433,60,82.84,34.34,4.238,P5->P19->P24,4.13,0.847,0
N79,0.739,0.439,0.589,Normal,0.937,25,95.98,49.54,4.322,P10->P11->P23,1.27,0.499,0
N30,0.957,0.718,0.837,Normal,0.688,13,55.1,11.85,3.726,P3->P18->P24,38.27,0.173,0
N200,0.798,0.384,0.591,Sybil Attack,0.258,31,50.86,43.82,1.348,P1->P20->P29,30.58,0.864,0
N152,0.243,0.494,0.368,Normal,0.597,30,60.35,7.55,2.549,P8->P17->P29,4.81,0.437,0
N176,0.717,0.494,0.605,Normal,0.139,80,98.61,28.01,4.346,P3->P18->P26,41.87,0.963,0
N94,0.984,0.854,0.919,Packet Drop,0.354,63,93.42,6.11,1.403,P8->P13->P26,52.02,0.717,0
N111,0.635,0.657,0.646,Data Tampering,0.425,52,64.58,42.39,2.996,P10->P19->P26,25.34,0.442,0
N134,0.515,0.513,0.514,Packet Drop,0.5,95,71.51,26.74,4.938,P4->P17->P23,9.98,0.076,1
N9,0.204,0.667,0.436,Sybil Attack,0.528,31,78.37,14.8,4.037,P10->P12->P21,0.45,0.443,1
N160,0.739,0.426,0.582,Normal,0.468,96,79.44,8.08,1.543,P9->P11->P26,39.48,0.089,0
N138,0.98,0.749,0.864,Normal,0.595,64,61.71,20.63,1.029,P4->P18->P25,1.05,0.921,0
N88,0.394,0.659,0.526,Normal,0.414,95,65.17,9.43,1.227,P8->P17->P30,17.62,0.874,0
N78,0.7,0.854,0.777,Normal,0.971,11,54.56,38.49,0.567,P7->P18->P22,48.74,0.986,0
N41,0.569,0.545,0.557,Normal,0.041,12,65.89,47.63,3.213,P6->P12->P30,34.38,0.285,0
N62,0.613,0.458,0.536,Normal,0.571,66,93.27,38.56,1.743,P10->P15->P27,22.67,0.613,0
N175,0.427,0.262,0.344,Normal,0.381,94,82.29,42.86,3.377,P9->P16->P25,57.31,0.086,0
N63,0.461,0.374,0.418,Normal,0.281,75,61.43,35.6,0.817,P1->P19->P27,56.79,0.582,0
N177,0.262,0.93,0.596,Packet Drop,0.988,76,67.43,45.61,4.658,P9->P13->P23,58.76,0.761,1
N103,0.812,0.737,0.774,Normal,0.161,68,99.35,7.92,2.945,P10->P18->P21,15.16,0.562,0
N177,0.368,0.263,0.316,Normal,0.534,43,97.52,29.14,1.074,P2->P19->P30,1.59,0.581,0
N135,0.302,0.268,0.285,Normal,0.689,80,52.28,15.1,2.644,P4->P18->P27,47.83,0.464,0
N52,0.882,0.98,0.931,Normal,0.694,24,92.44,20.99,3.971,P4->P20->P28,22.19,0.534,0
N34,0.696,0.397,0.546,Normal,0.676,28,89.91,44.1,3.43,P2->P19->P24,15.86,0.259,0
N5,0.775,0.242,0.508,Normal,0.928,72,64.42,31.28,4.585,P3->P16->P30,17.04,0.628,0
N13,0.895,0.275,0.585,Normal,0.183,20,71.13,33.04,4.279,P5->P16->P30,59.88,0.127,0
N85,0.703,0.819,0.761,Normal,0.81,79,61.5,13.54,0.536,P7->P19->P26,51.87,0.189,0
N160,0.761,0.826,0.794,Normal,0.323,31,50.22,22.95,0.791,P1->P20->P22,55.36,0.958,0
N108,0.605,0.972,0.788,Sybil Attack,0.69,18,73.34,17.07,4.992,P7->P15->P28,11.32,0.607,1
N44,0.739,0.38,0.56,Normal,0.4,21,83.68,27.73,1.205,P8->P20->P23,21.75,0.856,0
N77,0.21,0.282,0.246,Sybil Attack,0.013,54,81.19,47.24,4.629,P8->P11->P22,43.7,0.759,0
N131,0.816,0.488,0.652,Normal,0.872,90,69.21,47.39,1.367,P10->P11->P21,37.11,0.641,0
N154,0.371,0.398,0.384,Selective Forwarding,0.538,68,67.69,45.64,3.459,P4->P19->P25,16.32,0.122,1
N144,0.552,0.959,0.756,Normal,0.186,33,53.12,15.74,2.475,P4->P19->P30,49.78,0.975,0
N198,0.879,0.71,0.794,Normal,0.489,62,99.35,35.99,3.181,P8->P17->P21,12.33,0.132,0
N8,0.768,0.342,0.555,Data Tampering,0.235,94,91.42,6.27,1.442,P4->P13->P28,0.29,0.176,0
N145,0.425,0.337,0.381,Normal,0.524,24,68.22,49.27,3.594,P3->P14->P25,38.83,0.501,0
N116,0.258,0.738,0.498,Normal,0.997,41,70.29,37.98,0.665,P1->P17->P21,41.12,0.717,0
N81,0.455,0.673,0.564,Normal,0.996,59,71.79,38.04,1.77,P4->P15->P22,40.65,0.707,0
N12,0.473,0.781,0.627,Sybil Attack,0.861,68,57.9,45.21,4.95,P5->P18->P22,45.58,0.825,1
N40,0.745,0.449,0.597,Packet Drop,0.999,77,76.49,23.21,1.933,P7->P17->P26,4.86,0.792,1
N147,0.554,0.342,0.448,Normal,0.586,69,51.52,23.93,3.163,P3->P14->P27,10.19,0.781,0
N181,0.966,0.443,0.704,Packet Drop,0.24,19,97.19,35.8,3.114,P8->P18->P27,12.36,0.276,0
N115,0.745,0.329,0.537,Normal,0.694,14,82.28,36.81,2.312,P2->P13->P23,23.32,0.378,0
N10,0.802,0.643,0.722,Normal,0.607,83,69.48,15.32,0.907,P10->P17->P26,40.4,0.64,0
N5,0.632,0.704,0.668,Data Tampering,0.6,87,96.98,23.07,1.335,P8->P18->P21,46.22,0.782,1
N98,0.498,0.993,0.746,Normal,0.513,98,70.18,7.96,1.841,P10->P11->P29,2.44,0.671,0
N149,0.546,0.765,0.656,Selective Forwarding,0.979,52,72.83,29.43,3.143,P5->P14->P29,31.44,0.222,1
N90,0.593,0.838,0.716,Packet Drop,0.052,35,58.48,21.29,3.024,P5->P15->P26,41.45,0.275,0
N149,0.901,0.758,0.83,Normal,0.954,76,62.05,35.13,3.246,P5->P12->P28,42.4,0.644,0
N2,0.663,0.336,0.5,Normal,0.469,36,97.82,20.24,2.956,P1->P12->P24,33.52,0.649,0
N138,0.288,0.981,0.634,Normal,0.445,34,61.85,32.07,3.64,P5->P18->P21,25.31,0.281,0
N36,0.882,0.866,0.874,Selective Forwarding,0.488,55,59.45,17.44,4.676,P5->P16->P23,55.24,0.126,0
N23,0.876,0.651,0.764,Data Tampering,0.668,95,68.15,21.47,4.012,P9->P17->P21,11.35,0.849,1
N24,0.372,0.585,0.478,Normal,0.115,84,97.04,21.21,1.497,P2->P12->P27,33.28,0.519,0
N159,0.259,0.887,0.573,Normal,0.638,44,53.55,47.6,1.2,P5->P18->P27,29.15,0.615,0
N56,0.48,0.613,0.546,Normal,0.732,78,96.07,43.74,2.54,P2->P18->P22,7.56,0.585,0
N56,0.73,0.787,0.758,Normal,0.713,50,63.06,25.15,0.69,P3->P20->P24,18.49,0.785,0
N170,0.921,0.715,0.818,Normal,0.142,58,50.6,13.85,4.607,P10->P16->P23,41.7,0.979,0
N168,0.74,0.624,0.682,Normal,0.925,63,78.6,20.26,3.688,P3->P12->P23,21.16,0.142,0
N181,0.414,0.828,0.621,Normal,0.833,54,74.56,48.05,1.263,P7->P19->P26,9.78,0.558,0
N44,0.679,0.639,0.659,Packet Drop,0.644,37,69.77,20.24,3.801,P8->P19->P25,49.48,0.969,1
N80,0.933,0.691,0.812,Normal,0.398,62,98.16,31.9,4.005,P8->P16->P27,35.58,0.488,0
N55,0.886,0.532,0.709,Normal,0.198,51,51.75,7.42,4.073,P5->P18->P29,55.26,0.718,0
N129,0.374,0.945,0.66,Data Tampering,0.529,67,78.45,9.8,4.802,P8->P20->P25,28.69,0.826,1
N114,0.777,0.249,0.513,Normal,0.28,27,64.43,20.31,1.761,P10->P13->P29,42.86,0.382,0
N139,0.286,0.717,0.501,Normal,0.254,54,78.64,40.84,2.235,P5->P16->P22,31.82,0.276,0
N39,0.206,0.444,0.325,Normal,0.939,87,79.97,48.4,3.569,P7->P13->P29,32.68,0.383,0
N29,0.501,0.669,0.585,Normal,0.691,17,76.65,45.08,2.561,P2->P20->P29,40.11,0.995,0
N132,0.892,0.562,0.727,Selective Forwarding,0.761,16,89.7,19.63,3.717,P9->P19->P21,17.06,0.059,1
N97,0.379,0.446,0.412,Data Tampering,0.359,74,68.55,26.79,4.793,P7->P13->P21,54.61,0.412,0
N150,0.525,0.661,0.593,Sybil Attack,0.983,33,97.64,5.49,3.384,P10->P11->P25,1.18,0.14,1
N104,0.893,0.328,0.61,Normal,0.508,18,72.02,16.43,4.158,P7->P19->P28,0.77,0.649,0
N21,0.813,0.257,0.535,Normal,0.561,62,89.99,22.04,1.97,P2->P14->P26,54.58,0.379,0
N154,0.285,0.749,0.517,Normal,0.631,50,88.62,5.47,1.951,P3->P13->P30,43.84,0.795,0
N41,0.446,0.362,0.404,Normal,0.32,56,52.96,27.84,1.14,P1->P13->P21,26.5,0.666,0
N137,0.248,0.794,0.521,Normal,0.972,72,72.0,30.47,4.624,P5->P19->P30,19.59,0.294,0
N159,0.819,0.462,0.64,Normal,0.571,72,51.37,10.15,2.78,P5->P13->P22,3.39,0.61,0
N114,0.568,0.817,0.692,Normal,0.525,34,94.46,17.42,3.955,P6->P17->P22,12.47,0.506,0
N2,0.45,0.523,0.487,Normal,0.477,77,89.73,23.96,3.695,P10->P14->P30,34.54,0.859,0
N158,0.94,0.9,0.92,Packet Drop,0.066,28,70.06,30.41,0.579,P4->P20->P21,47.08,0.679,0
N178,0.904,0.659,0.782,Selective Forwarding,0.49,52,67.81,14.67,3.895,P1->P15->P25,32.66,0.748,0
N49,0.389,0.437,0.413,Packet Drop,0.511,65,91.68,49.6,1.28,P8->P12->P27,56.9,0.435,1
N152,0.382,0.376,0.379,Normal,0.406,64,52.69,23.25,4.096,P10->P20->P28,5.09,0.381,0
N50,0.609,0.77,0.69,Data Tampering,0.276,16,80.52,26.5,4.434,P8->P14->P23,50.09,0.579,0
N68,0.846,0.702,0.774,Normal,0.082,21,75.65,29.32,2.704,P5->P12->P25,44.53,0.455,0
N119,0.327,0.927,0.627,Data Tampering,0.487,24,66.83,28.4,2.386,P7->P17->P28,11.12,0.324,0
N72,0.487,0.693,0.59,Normal,0.645,54,82.14,17.27,4.848,P1->P18->P24,5.44,0.146,0
N103,0.953,0.882,0.918,Normal,0.577,21,83.82,37.44,3.345,P5->P16->P30,57.15,0.293,0
N115,0.65,0.571,0.61,Normal,0.19,68,96.61,42.29,2.6,P3->P19->P23,5.28,0.914,0
N29,0.638,0.52,0.579,Normal,0.602,38,91.65,15.35,3.703,P3->P16->P26,35.65,0.426,0
N142,0.754,0.857,0.806,Normal,0.168,29,69.68,42.97,2.268,P1->P19->P27,55.47,0.421,0
N157,0.4,0.938,0.669,Normal,0.207,21,58.41,15.42,3.84,P2->P16->P22,45.92,0.636,0
N42,0.597,0.731,0.664,Normal,0.366,59,51.81,44.22,2.672,P8->P20->P27,44.74,0.798,0
N124,0.77,0.502,0.636,Data Tampering,0.543,82,58.19,8.81,2.755,P4->P12->P24,24.0,0.315,1
